警察本部番号,警察本部名称,都道府県,警察署番号,頭名,フリガナ,名称,電話番号,郵便番号,郡,市区町村,全国地方公共団体コード,全体表記,町又は大字以降,管轄区域,備考,LocName,Longitude,Latitude,isTrustful,iLvl
80.0,警視庁,東京都,75.0,小松川,コマツガワ,小松川警察署,03-3674-0110,1320031.0,,江戸川区,131237.0,江戸川区松島一丁目19番22号,松島1-19-22,江戸川区の内　小松川１〜４丁目、平井１〜７丁目、東小松川１〜４丁目、西小松川町、松島１〜４丁目、松江１〜７丁目、中央１・２丁目、同３丁目（14〜16番の各一部、17〜19番、20番の一部を除く）、同４丁目（19番の一部を除く）、西一之江１〜４丁目、大杉１〜４丁目、同５丁目（30・31番を除く）、東篠崎町、東篠崎１・２丁目、下篠崎町、篠崎町２〜７丁目、同８丁目（1・2・8〜11番）、南篠崎町１〜５丁目、谷河内１・２丁目、新堀１・２丁目、一之江１〜８丁目、春江町１〜４丁目、瑞江１〜４丁目、西瑞江３・４丁目、江戸川１〜４丁目、東瑞江１〜３丁目,,東京都/江戸川区/松島/一丁目/１９番,139.86349,35.7028,5.0,7.0
80.0,警視庁,東京都,76.0,葛西,カサイ,葛西警察署,03-3687-0110,1340084.0,,江戸川区,131237.0,江戸川区東葛西六丁目39番１号,東葛西6-39-1,江戸川区の内　船堀１〜７丁目、一之江町、二之江町、春江町５丁目、西瑞江５丁目、江戸川５・６丁目、西葛西１〜８丁目、北葛西１〜５丁目、中葛西１〜８丁目、南葛西１〜７丁目、東葛西１〜９丁目、宇喜田町、堀江町、清新町１・２丁目、臨海町１〜６丁目,,東京都/江戸川区/東葛西/六丁目/３９番,139.87987,35.66146,5.0,7.0
80.0,警視庁,東京都,77.0,小岩,コイワ,小岩警察署,03-3671-0110,1330052.0,,江戸川区,131237.0,江戸川区東小岩六丁目９番17号,東小岩6-9-17,江戸川区の内　上一色１〜３丁目、本一色１〜３丁目、興宮町、東松本１・２丁目、松本１・２丁目、大杉５丁目（30・31番）、中央３丁目（14〜16番の各一部、17〜19番、20番の一部）、同４丁目（19番の一部）、鹿骨町、鹿骨１〜６丁目、篠崎町１・８丁目（3〜7・12〜15番）、上篠崎１〜４丁目、北篠崎１・２丁目、西篠崎１・２丁目、南小岩１〜８丁目、東小岩１〜６丁目、西小岩１〜５丁目、北小岩１〜８丁目,,東京都/江戸川区/東小岩/六丁目/９番,139.88773,35.73381,5.0,7.0
80.0,警視庁,東京都,78.0,青梅,オウメ,青梅警察署,0428-22-0110,1980032.0,,青梅市,132055.0,青梅市野上町四丁目６番地の３,野上町4-6-3,"青梅市,東京都/青梅市/野上町/四丁目/６番""",,,139.28920,35.78713,5.0,7.0
80.0,警視庁,東京都,79.0,五日市,イツカイチ,五日市警察署,042-595-0110,1900164.0,,あきる野市,132284.0,あきる野市五日市888番地７,五日市888-7,"あきる野市の内　網代、五日市、伊奈、入野、上ノ台、乙津、小中野、小峰台、小和田、三内、高尾、舘谷、舘谷台、戸倉、留原、深沢、山田、養沢、横沢,東京都/あきる野市/五日市/８８８番地""",,,139.21701,35.72812,5.0,7.0
80.0,警視庁,東京都,80.0,福生,フッサ,福生警察署,042-551-0110,1970012.0,,福生市,132187.0,福生市加美平三丁目25番地,加美平3-25,"福生市,東京都/福生市/加美平/三丁目/２５番""",,,139.32068,35.74872,5.0,7.0
80.0,警視庁,東京都,81.0,八王子,ハチオウジ,八王子警察署,042-621-0110,1920051.0,,八王子市,132012.0,八王子市元本郷町三丁目19番１号,元本郷町3-19-1,八王子市の内　暁町１〜３丁目、旭町、東町、上野町、追分町、大横町、大和田町１〜７丁目、小門町、清川町、子安町１〜４丁目、新町、千人町１〜４丁目、台町１〜４丁目、田町、寺町、天神町、中町、中野上町１〜５丁目、中野山王１〜３丁目、中野町、八幡町、日吉町、平岡町、富士見町、本郷町、本町、三崎町、緑町、南新町、南町、明神町１〜４丁目、元本郷町１〜４丁目、元横山町１〜３丁目、八木町、八日町、横山町、万町、犬目町、上川町、川口町、楢原町、美山町、梅坪町、尾崎町、加住町１・２丁目、左入町、高月町、滝山町１・２丁目、丹木町１〜３丁目、戸吹町、みつい台１・２丁目、宮下町、谷野町、石川町、宇津木町、大谷町、久保山町１・２丁目、小宮町、平町、高倉町、丸山町,,東京都/八王子市/元本郷町/三丁目/１９番,139.31714,35.66537,5.0,7.0
80.0,警視庁,東京都,82.0,高尾,タカオ,高尾警察署,042-665-0110,1930834.0,,八王子市,132012.0,八王子市東浅川町23番地34,東浅川町23-34,八王子市の内　裏高尾町、高尾町、廿里町、西浅川町、初沢町、東浅川町、南浅川町、散田町１〜５丁目、城山手１・２丁目、長房町、並木町、狭間町、めじろ台１〜４丁目、山田町、大船町、椚田町、館町、寺田町、泉町、叶谷町、上壱分方町、川町、諏訪町、大楽寺町、弐分方町、元八王子町１〜３丁目、横川町、四谷町、小津町、上恩方町、下恩方町、西寺方町,,東京都/八王子市/東浅川町/２３番地,139.2957,35.6492,5.0,7.0
80.0,警視庁,東京都,83.0,南大沢,ミナミオオサワ,南大沢警察署,042-653-0110,1920364.0,,八王子市,132012.0,八王子市南大沢一丁目８番地３,南大沢1-8-3,"八王子市の内　上柚木、上柚木２・３丁目、越野、下柚木、下柚木２・３丁目、中山、南陽台１〜３丁目、別所１・２丁目、堀之内、堀之内２・３丁目、松木、南大沢１〜５丁目、鑓水、鑓水２丁目、大塚、鹿島、東中野、松が谷、宇津貫町、片倉町、小比企町、七国１〜６丁目、西片倉１〜３丁目、兵衛１・２丁目、みなみ野１〜６丁目、打越町、北野台１〜５丁目、北野町、絹ケ丘１〜３丁目、長沼町,東京都/八王子市/南大沢/一丁目/８番地""",,,139.38136,35.61624,5.0,7.0
80.0,警視庁,東京都,84.0,町田,マチダ,町田警察署,042-722-0110,1940023.0,,町田市,132098.0,町田市旭町三丁目１番３号,旭町3-1-3,町田市の内　相原町、小山町、小山ヶ丘１〜６丁目を除く,,東京都/町田市/旭町/三丁目/１番,139.44411,35.55495,5.0,7.0
80.0,警視庁,東京都,85.0,日野,ヒノ,日野警察署,042-586-0110,1910012.0,,日野市,132128.0,日野市日野589番地の１,日野589-1,日野市,,東京都/日野市/日野,139.4097,35.67721,5.0,5.0
80.0,警視庁,東京都,86.0,多摩中央,タマチュウオウ,多摩中央警察署,042-375-0110,2060034.0,,多摩市,132241.0,多摩市鶴牧一丁目26番地１,鶴牧1-26-1,"多摩市,東京都/多摩市/鶴牧/一丁目/２６番""",,,139.42078,35.62255,5.0,7.0
80.0,警視庁,東京都,87.0,昭島,アキシマ,昭島警察署,042-546-0110,1960011.0,,昭島市,132071.0,昭島市上川原町一丁目１番１号,上川原町1-1-1,昭島市,,東京都/昭島市/上川原町/一丁目/１番,139.36363,35.7089,5.0,7.0
80.0,警視庁,東京都,88.0,立川,タチカワ,立川警察署,042-527-0110,1900014.0,,立川市,132021.0,立川市緑町3233番地の２,緑町3233-2,"立川市の内　上砂町６丁目、同７丁目（残堀川を除く）を除く ,東京都/立川市/緑町/３２３３番地""",,,139.40794,35.70629,5.0,7.0
80.0,警視庁,東京都,89.0,東大和,ヒガシヤマト,東大和警察署,042-566-0110,2070033.0,,東大和市,132209.0,東大和市芋窪六丁目1061番地の１,芋窪6-1061-1,"東大和市,東京都/東大和市/芋窪/六丁目/１０６１番地""",,,139.41119,35.74883,5.0,7.0
80.0,警視庁,東京都,90.0,府中,フチュウ,府中警察署,042-360-0110,1830055.0,,府中市,132063.0,府中市府中町一丁目10番地の５,府中町1-10-5,府中市,,東京都/府中市/府中町/一丁目/１０番,139.48132,35.67361,5.0,7.0
80.0,警視庁,東京都,91.0,小金井,コガネイ,小金井警察署,042-381-0110,1840014.0,,小金井市,132101.0,小金井市貫井南町三丁目21番３号,貫井南町3-21-3,"小金井市,東京都/小金井市/貫井南町/三丁目/２１番""",,,139.49818,35.70005,5.0,7.0
80.0,警視庁,東京都,92.0,田無,タナシ,田無警察署,042-467-0110,1880011.0,,西東京市,132292.0,西東京市田無町五丁目２番５号,田無町5-2-5,"東久留米市,東京都/西東京市/田無町/五丁目/２番""",,,139.53891,35.72999,5.0,7.0
80.0,警視庁,東京都,93.0,小平,コダイラ,小平警察署,042-343-0110,1870032.0,,小平市,132110.0,小平市小川町二丁目1264番地の１,小川町2-1264-1,小平市,,東京都/小平市/小川町/二丁目,139.47282,35.72918,5.0,6.0
80.0,警視庁,東京都,94.0,東村山,ヒガシムラヤマ,東村山警察署,042-393-0110,1890014.0,,東村山市,132136.0,東村山市本町一丁目１番地３,本町1-1-3,"東村山市,東京都/東村山市/本町/一丁目/１番""",,,139.46788,35.75535,5.0,7.0
80.0,警視庁,東京都,95.0,武蔵野,ムサシノ,武蔵野警察署,0422-55-0110,1800006.0,,武蔵野市,132039.0,武蔵野市中町二丁目１番２号,中町2-1-2,武蔵野市,,東京都/武蔵野市/中町/二丁目/１番,139.56122,35.70598,5.0,7.0
80.0,警視庁,東京都,96.0,三鷹,ミタカ,三鷹警察署,0422-49-0110,1810012.0,,三鷹市,132047.0,三鷹市上連雀八丁目２番36号,上連雀8-2-36,三鷹市,,東京都/三鷹市/上連雀/八丁目/２番,139.5582,35.68651,5.0,7.0
80.0,警視庁,東京都,97.0,調布,チョウフ,調布警察署,042-488-0110,1820022.0,,調布市,132080.0,調布市国領町二丁目25番地１,国領町2-25-1,"調布市,東京都/調布市/国領町/二丁目/２５番""",,,139.56221,35.65263,5.0,7.0
80.0,警視庁,東京都,98.0,大島,オオシマ,大島警察署,04992-2-0110,1000101.0,,大島町,133612.0,大島町元町一丁目15番６号,元町1-15-6,大島町、利島村   ,,東京都/大島町/元町/一丁目/１５番,139.35451,34.75301,5.0,7.0
80.0,警視庁,東京都,99.0,新島,ニイジマ,新島警察署,04992-5-0381,1000402.0,,新島村,133639.0,新島村本村三丁目13番４号,本村3-13-4,新島村、神津島村   ,,東京都/新島村/本村/三丁目/１３番,139.25974,34.37188,5.0,7.0
80.0,警視庁,東京都,100.0,三宅島,ミヤケジマ,三宅島警察署,04994-2-0511,1001102.0,,三宅村,133817.0,三宅村伊豆640番地,伊豆640,三宅村、御蔵島村   ,,東京都/三宅島/三宅村/伊豆/６４０番地,139.51031,34.10802,5.0,7.0
80.0,警視庁,東京都,101.0,八丈島,ハチジョウジマ,八丈島警察署,04996-2-0110,1001511.0,,八丈町,134015.0,八丈町三根54番地１,三根54-1,八丈町、青ケ島村、鳥島、ベヨネイズ列岩、須美寿島   ,,東京都/八丈島/八丈町/三根/５４番地,139.79526,33.11401,5.0,7.0
80.0,警視庁,東京都,102.0,小笠原,オガサワラ,小笠原警察署,04998-2-2110,1002101.0,,小笠原村,134210.0,小笠原村父島字西町,父島字西町,小笠原村,,東京都/小笠原村/父島,142.20961,27.07124,5.0,5.0
90.0,茨城県警察本部,茨城県,1.0,水戸,ミト,水戸警察署,029-233-0110,3108551.0,,水戸市,82015.0,水戸市三の丸一丁目５番21号,三の丸1-5-21,"水戸市,茨城県/水戸市/三の丸/一丁目/５番""",,,140.47504,36.37731,5.0,7.0
90.0,茨城県警察本部,茨城県,2.0,笠間,カサマ,笠間警察署,0296-73-0110,3091614.0,,笠間市,82163.0,笠間市寺崎79番１,寺崎79-1,"笠間市,茨城県/笠間市/寺崎/７９番地""",,,140.25356,36.39354,5.0,7.0
90.0,茨城県警察本部,茨城県,3.0,ひたちなか,ヒタチナカ,ひたちなか警察署,029-272-0110,3120052.0,,ひたちなか市,82210.0,ひたちなか市大字東石川897番地２,大字東石川897-2,"ひたちなか市,茨城県/ひたちなか市/東石川/８９７番地""",,,140.53755,36.39482,5.0,7.0
90.0,茨城県警察本部,茨城県,4.0,那珂,ナカ,那珂警察署,029-352-0110,3110106.0,,那珂市,82261.0,那珂市杉384番地２,杉384-2,那珂市  ,,茨城県/那珂市/杉/３８４番地,140.50291,36.45876,5.0,7.0
90.0,茨城県警察本部,茨城県,5.0,大宮,オオミヤ,大宮警察署,0295-52-0110,3192144.0,,常陸大宮市,82252.0,常陸大宮市泉445番地の６,泉445-6,常陸大宮市,,茨城県/常陸大宮市/泉,140.42778,36.53074,5.0,5.0
90.0,茨城県警察本部,茨城県,6.0,太田,オオタ,太田警察署,0294-73-0110,3130014.0,,常陸太田市,82121.0,常陸太田市馬場町1223,馬場町1223,常陸太田市,令和５年９月11日庁舎新築につき移転,茨城県/常陸太田市/馬場町,140.52396,36.5527,5.0,5.0
90.0,茨城県警察本部,茨城県,7.0,大子,ダイゴ,大子警察署,0295-72-0110,3193551.0,久慈郡,大子町,83640.0,久慈郡大子町大字池田2721番地,大字池田2721,久慈郡　大子町,,茨城県/久慈郡/大子町/池田/２７２１番地,140.35768,36.7725,5.0,7.0
90.0,茨城県警察本部,茨城県,8.0,日立,ヒタチ,日立警察署,0294-22-0110,3170054.0,,日立市,82023.0,日立市本宮町四丁目17番１号,本宮町4-17-1,日立市,,茨城県/日立市/本宮町/四丁目/１７番,140.66658,36.60379,5.0,7.0
90.0,茨城県警察本部,茨城県,9.0,高萩,タカハギ,高萩警察署,0293-24-0110,3180002.0,,高萩市,82147.0,高萩市大字高戸315番地の10,大字高戸315-10,"高萩市,茨城県/高萩市/高戸/３１５番地""",,,140.71790,36.72452,5.0,7.0
90.0,茨城県警察本部,茨城県,10.0,鉾田,ホコタ,鉾田警察署,0291-34-0110,3111517.0,,鉾田市,82341.0,鉾田市鉾田2336番地８,鉾田2336-8,鉾田市,,茨城県/鉾田市/鉾田/２３３６番地,140.5078,36.15907,5.0,7.0
90.0,茨城県警察本部,茨城県,11.0,鹿嶋,カシマ,鹿嶋警察署,0299-82-0110,3140031.0,,鹿嶋市,82228.0,鹿嶋市大字宮中1959番地１,大字宮中1959-1,鹿嶋市   ,,茨城県/鹿嶋市/宮中/１９５９番地,140.63792,35.96329,5.0,7.0
90.0,茨城県警察本部,茨城県,12.0,神栖,カミス,神栖警察署,0299-90-0110,3140127.0,,神栖市,82325.0,神栖市木崎1203番地15,木崎1203-15,神栖市,,茨城県/神栖市/木崎/１２０３番地,140.65012,35.89716,5.0,7.0
90.0,茨城県警察本部,茨城県,13.0,行方,ナメガタ,行方警察署,0299-72-0110,3113832.0,,行方市,82333.0,行方市麻生1723番地,麻生1723,"潮来市 ,茨城県/行方市/麻生/１７２３番地""",,,140.49416,35.99757,5.0,7.0
90.0,茨城県警察本部,茨城県,14.0,竜ケ崎,リュウガサキ,竜ケ崎警察署,0297-62-0110,3010822.0,,龍ケ崎市,82082.0,龍ケ崎市2505番地２,2505-2,"龍ケ崎市,茨城県/龍ケ崎市""",,,140.18227,35.91159,3.0,3.0
90.0,茨城県警察本部,茨城県,15.0,牛久,ウシク,牛久警察署,029-871-0110,3001203.0,,牛久市,82198.0,牛久市下根町491番地１,下根町491-1,"牛久市,茨城県/牛久市/下根町/４９１番地""",,,140.16154,36.00044,5.0,7.0
90.0,茨城県警察本部,茨城県,16.0,稲敷,イナシキ,稲敷警察署,029-893-0110,3000511.0,,稲敷市,82295.0,稲敷市高田3405番地１,高田3405-1,"稲敷市,茨城県/稲敷市/高田/３４０５番地""",,,140.32857,35.95628,5.0,7.0
90.0,茨城県警察本部,茨城県,17.0,土浦,ツチウラ,土浦警察署,029-821-0110,3000041.0,,土浦市,82031.0,土浦市立田町１番20号,立田町1-20,"土浦市,茨城県/土浦市/立田町/１番""",,,140.19788,36.08670,5.0,7.0
90.0,茨城県警察本部,茨城県,18.0,石岡,イシオカ,石岡警察署,0299-28-0110,3150037.0,,石岡市,82058.0,石岡市東石岡一丁目７番２号,東石岡1-7-2,"石岡市,茨城県/石岡市/東石岡/一丁目/７番""",,,140.28844,36.18903,5.0,7.0
90.0,茨城県警察本部,茨城県,19.0,つくば,ツクバ,つくば警察署,029-851-0110,3050816.0,,つくば市,82201.0,つくば市学園の森３丁目５０番地１,学園の森3-50-1,つくば市,,茨城県/つくば市/学園の森/三丁目,140.08353,36.09678,5.0,6.0
90.0,茨城県警察本部,茨城県,20.0,筑西,チクセイ,筑西警察署,0296-24-0110,3080803.0,,筑西市,82279.0,筑西市直井938番地,直井938,筑西市,,茨城県/筑西市/直井/９３８番地,139.993,36.31033,5.0,7.0
90.0,茨城県警察本部,茨城県,21.0,下妻,シモツマ,下妻警察署,0296-43-0110,3040061.0,,下妻市,82104.0,下妻市下妻丙733番地１,下妻丙733-1,"下妻市,茨城県/下妻市/下妻丙""",,,139.95483,36.19026,5.0,5.0
90.0,茨城県警察本部,茨城県,22.0,桜川,サクラガワ,桜川警察署,0296-55-0110,3004423.0,,桜川市,82317.0,桜川市真壁町塙世188番地１,真壁町塙世188-1,桜川市,,茨城県/桜川市/真壁町塙世/１８８番地,140.07986,36.28251,5.0,7.0
90.0,茨城県警察本部,茨城県,23.0,結城,ユウキ,結城警察署,0296-33-0110,3070007.0,,結城市,82074.0,結城市大字小田林1317番地１,大字小田林1317-1,結城市,,茨城県/結城市/小田林/１３１７番地,139.84802,36.29702,5.0,7.0
90.0,茨城県警察本部,茨城県,24.0,常総,ジョウソウ,常総警察署,0297-22-0110,3030033.0,,常総市,82112.0,常総市水海道高野町554番地２,水海道高野町554-2,"常総市,茨城県/常総市/水海道高野町/５５４番地""",,,139.98611,36.00499,5.0,7.0
90.0,茨城県警察本部,茨城県,25.0,古河,コガ,古河警察署,0280-30-0110,3060012.0,,古河市,82040.0,古河市旭町一丁目１番23号,旭町1-1-23,古河市,,茨城県/古河市/旭町/一丁目/１番,139.71996,36.19508,5.0,7.0
90.0,茨城県警察本部,茨城県,26.0,境,サカイ,境警察署,0280-86-0110,3060404.0,猿島郡,境町,85464.0,猿島郡境町大字長井戸51番地27,大字長井戸51-27,"坂東市,茨城県/猿島郡/境町/長井戸/５１番地""",,,139.80310,36.12212,5.0,7.0
90.0,茨城県警察本部,茨城県,27.0,取手,トリデ,取手警察署,0297-77-0110,3020017.0,,取手市,82171.0,取手市桑原955番地１,桑原955-1,"取手市,茨城県/取手市/桑原/９５５番地""",,,140.07433,35.91009,5.0,7.0
100.0,栃木県警察本部,栃木県,1.0,宇都宮中央,ウツノミヤチュウオウ,宇都宮中央警察署,028-623-0110,3200055.0,,宇都宮市,92011.0,宇都宮市下戸祭一丁目１番６号,下戸祭1-1-6,宇都宮市の内　本町、昭和１〜３丁目、清住１〜３丁目、泉町、小幡１・２丁目、伝馬町、材木町、西１〜３丁目、大寛１・２丁目、西原１〜３丁目、一条１〜４丁目、花房本町、花房１〜３丁目、不動前１〜５丁目、西原町（宇都宮南警察署の管轄区域を除く）、新町１・２丁目、星が丘１・２丁目、松原１〜３丁目、戸祭１〜４丁目、戸祭元町、戸祭台、下戸祭１・２丁目、陽西町、北一の沢町、中一の沢町、南一の沢町、西一の沢町、桜１〜５丁目、西大寛１・２丁目、操町、住吉町、六道町、京町、幸町、滝谷町、花園町、菊水町、吉野１・２丁目、明保野町、弥生１・２丁目、池上町、江野町、宮園町、松が峰１・２丁目、中央本町、中央１〜３・５丁目、曲師町、二荒町、塙田１〜５丁目、戸祭町、東戸祭１丁目、上大曽町、八幡台、大曽１〜５丁目、東塙田１・２丁目、栄町、千波町、仲町、宮町、馬場通り１〜４丁目、大通り１〜５丁目、一番町、二番町、三番町、中河原町、天神１・２丁目、本丸町、旭１・２丁目、御蔵町、河原町、下河原町、下河原１丁目、一ノ沢町、一の沢１・２丁目、睦町、日の出１・２丁目、宮原１・３〜５丁目、上戸祭町、上戸祭１〜４丁目、中戸祭町、若草１〜５丁目、宝木町１・２丁目、東宝木町、細谷町、細谷１丁目、中戸祭１丁目、長岡町、山本町、山本１〜３丁目、富士見が丘１〜４丁目、豊郷台１〜３丁目、新里町、岩原町、宝木本町、野沢町、徳次郎町、大網町、上横倉町、下横倉町、上金井町、下金井町、篠井町、飯山町、石那田町、上小池町、下小池町、駒生町、駒生１・２丁目、飯田町、田下町、福岡町、古賀志町、下荒針町、大谷町、田野町、西の宮１・２丁目、上欠町、砥上町、鶴田町（宇都宮南警察署の管轄区域を除く）、鶴田1〜３丁目、滝の原１〜３丁目,,栃木県/宇都宮市/下戸祭/一丁目/１番,139.88127,36.57125,5.0,7.0
100.0,栃木県警察本部,栃木県,2.0,宇都宮東,ウツノミヤヒガシ,宇都宮東警察署,028-610-0110,3210968.0,,宇都宮市,92011.0,宇都宮市中今泉三丁目５番63号,中今泉3-5-63,宇都宮市の内　宇都宮中央警察署及び宇都宮南警察署の管轄区域を除く区域,,栃木県/宇都宮市/中今泉/三丁目/５番,139.90834,36.56769,5.0,7.0
100.0,栃木県警察本部,栃木県,3.0,宇都宮南,ウツノミヤミナミ,宇都宮南警察署,028-653-0110,3210136.0,,宇都宮市,92011.0,宇都宮市みどり野町１番８号,みどり野町1-8,宇都宮市の内　西原町（東日本旅客鉄道日光線北側以南の区域）、陽南１〜４丁目、大塚町、八千代１・２丁目、大和１〜３丁目、宮本町、双葉１〜３丁目、東原町、東浦町、江曽島本町、江曽島１〜５丁目、今宮１〜４丁目、春日町、緑１〜５丁目、上横田町、台新田町、台新田１丁目、城南１〜３丁目、横田新町、江曽島町、川田町、下栗町、下栗１丁目、さるやま町、砂田町、屋板町、東横田町、上桑島町、下桑島町、西刑部町、平塚町、東刑部町、東木代町、瑞穂１〜３丁目、西川田町、西川田東町、西川田１〜７丁目、西川田本町１〜４丁目、西川田南１・２丁目、兵庫塚町、兵庫塚１〜３丁目、幕田町、鷺の谷町、下欠町、下砥上町、鶴田町（東日本旅客鉄道日光線北側以南の区域）、雀宮町、宮の内１〜４丁目、雀の宮１〜７丁目、五代１〜３丁目、若松原１〜３丁目、北若松原１・２丁目、さつき１〜３丁目、新富町、高砂町、南高砂町、南町、富士見町、末広１・２丁目、上御田町、中島町、下反町町、羽牛田町、東谷町、下横田町、御田長島町、茂原町、茂原１〜３丁目、針ヶ谷町、針ヶ谷町１丁目、みどり野町、インターパーク１〜６丁目,,栃木県/宇都宮市/みどり野町/１番,139.86136,36.50486,5.0,7.0
100.0,栃木県警察本部,栃木県,4.0,小山,オヤマ,小山警察署,0285-31-0110,3230827.0,,小山市,92088.0,小山市大字神鳥谷1738番地5,大字神鳥谷1738-5,"小山市,栃木県/小山市/神鳥谷""",,,139.79944,36.27850,5.0,5.0
100.0,栃木県警察本部,栃木県,5.0,足利,アシカガ,足利警察署,0284-43-0110,3260045.0,,足利市,92029.0,足利市千歳町94番地７,千歳町94-7,足利市,,栃木県/足利市/千歳町/９４番地,139.4642,36.32621,5.0,7.0
100.0,栃木県警察本部,栃木県,6.0,栃木,トチギ,栃木警察署,0282-25-0110,3280075.0,,栃木市,92037.0,栃木市箱森町40番14号,箱森町40-14,"栃木市,栃木県/栃木市/箱森町/４０番""",,,139.72482,36.39589,5.0,7.0
100.0,栃木県警察本部,栃木県,7.0,那須塩原,ナスシオバラ,那須塩原警察署,0287-67-0110,3293156.0,,那須塩原市,92134.0,那須塩原市方京二丁目15番1,方京2-15-1,"那須塩原市,栃木県/那須塩原市/方京/二丁目/１５番""",,,140.01312,36.93180,5.0,7.0
100.0,栃木県警察本部,栃木県,8.0,佐野,サノ,佐野警察署,0283-24-0110,3270831.0,,佐野市,92045.0,佐野市浅沼町573番地６,浅沼町573-6,佐野市  ,,栃木県/佐野市/浅沼町/５７３番地,139.59277,36.30626,5.0,7.0
100.0,栃木県警察本部,栃木県,9.0,鹿沼,カヌマ,鹿沼警察署,0289-62-0110,3220045.0,,鹿沼市,92053.0,鹿沼市上殿町1000番地５,上殿町1000-5,鹿沼市,,栃木県/鹿沼市/上殿町/１０００番地,139.755,36.54962,5.0,7.0
100.0,栃木県警察本部,栃木県,10.0,真岡,モオカ,真岡警察署,0285-84-0110,3214305.0,,真岡市,92096.0,真岡市荒町115番地,荒町115,"真岡市,栃木県/真岡市/荒町/１１５番地""",,,140.01700,36.44029,5.0,7.0
100.0,栃木県警察本部,栃木県,11.0,下野,シモツケ,下野警察署,0285-52-0110,3290502.0,,下野市,92169.0,下野市下古山2451番地41,下古山2451-41,"下野市,栃木県/下野市/下古山/２４５１番地""",,,139.86867,36.45301,5.0,7.0
100.0,栃木県警察本部,栃木県,12.0,大田原,オオタワラ,大田原警察署,0287-24-0110,3240058.0,,大田原市,92100.0,大田原市紫塚一丁目１番４号,紫塚1-1-4,大田原市  ,,栃木県/大田原市/紫塚/一丁目/１番,140.01726,36.87306,5.0,7.0
100.0,栃木県警察本部,栃木県,13.0,今市,イマイチ,今市警察署,0288-23-0110,3211261.0,,日光市,92061.0,日光市今市1378番地１,今市1378-1,日光市の内　日光警察署の管轄区域を除く区域  ,,栃木県/日光市/今市/１３７８番地,139.6916,36.73466,5.0,7.0
100.0,栃木県警察本部,栃木県,14.0,さくら,サクラ,さくら警察署,028-682-0110,3291321.0,,さくら市,92142.0,さくら市馬場786番地１,馬場786-1,"さくら市,栃木県/さくら市/馬場/７８６番地""",,,139.96202,36.69296,5.0,7.0
100.0,栃木県警察本部,栃木県,15.0,矢板,ヤイタ,矢板警察署,0287-43-0110,3292135.0,,矢板市,92118.0,矢板市中2001番地１,中2001-1,"矢板市,栃木県/矢板市/中/２００１番""",,,139.93895,36.80803,5.0,7.0
100.0,栃木県警察本部,栃木県,16.0,日光,ニッコウ,日光警察署,0288-53-0110,3211411.0,,日光市,92061.0,日光市稲荷町二丁目２番地２,稲荷町2-2-2,日光市の内　上鉢石町、中鉢石町、下鉢石町、稲荷町１〜３丁目、御幸町、石屋町、松原町、相生町、東和町、若杉町、宝殿、安川町、匠町、本町、山内、萩垣面、花石町、久次良町、清滝安良沢町、清滝和の代町、清滝桜ヶ丘町、清滝丹勢町、清滝中安戸町、清滝新細尾町、清滝町、清滝１〜４丁目、細尾町、中宮祠、湯元、所野、七里、野口、和泉、山久保、日光、丹勢、南小来川、宮小来川、東小来川、中小来川、西小来川、滝ヶ原、足尾町本山、足尾町愛宕下、足尾町赤倉、足尾町南橋、足尾町深沢、足尾町上間藤、足尾町上の平、足尾町下間藤、足尾町掛水、足尾町向原、足尾町赤沢、足尾町松原、足尾町通洞、足尾町砂畑、足尾町中才、足尾町遠下、足尾町,,栃木県/日光市/稲荷町/二丁目/２番地,139.61899,36.74906,5.0,7.0
100.0,栃木県警察本部,栃木県,17.0,那須烏山,ナスカラスヤマ,那須烏山警察署,0287-82-0110,3210626.0,,那須烏山市,92151.0,那須烏山市初音３番６号,初音3-6,那須烏山市  ,,栃木県/那須烏山市/初音/３番,140.15959,36.65188,5.0,7.0
100.0,栃木県警察本部,栃木県,18.0,茂木,モテギ,茂木警察署,0285-63-0110,3213531.0,芳賀郡,茂木町,93432.0,芳賀郡茂木町大字茂木209番地２,大字茂木209-2,芳賀郡の内　茂木町、市貝町,,栃木県/芳賀郡/茂木町/茂木/２０９番地,140.19789,36.53101,5.0,7.0
100.0,栃木県警察本部,栃木県,19.0,那珂川,ナカガワ,那珂川警察署,0287-92-0110,3240617.0,那須郡,那珂川町,94111.0,那須郡那珂川町北向田85番地,北向田85,那須郡の内　那珂川町,,栃木県/那須郡/那珂川町/北向田/８５番地,140.15378,36.75064,5.0,7.0
110.0,群馬県警察本部,群馬県,1.0,前橋,マエバシ,前橋警察署,027-252-0110,3710853.0,,前橋市,102016.0,前橋市総社町一丁目９番地３,総社町1-9-3,前橋市の内　前橋東警察署の管轄区域を除く区域,,群馬県/前橋市/総社町/一丁目/９番,139.0405,36.39878,5.0,7.0
