都道府県名,警察署名称,交番・駐在所頭名,交番・駐在所頭名（フリガナ）,交番・駐在所の別,名称,【名称】○○警察署＋■■交番、△△駐在所,電話番号,郵便番号,郡,市区町村,全国地方公共団体コード,全体表記,町又は大字以降,LocName,Longitude,Latitude,isTrustful,iLvl
栃木県,那須塩原警察署,戸田,トダ,駐在所,戸田駐在所,那須塩原警察署戸田駐在所,0287-68-0066,3250114,,那須塩原市,92134,那須塩原市戸田684-38,戸田684-38,栃木県/那須塩原市/戸田/６８４番地,139.96246,37.01146,5,7
栃木県,那須塩原警察署,金沢,カネザワ,駐在所,金沢駐在所,那須塩原警察署金沢駐在所,0287-35-3027,3292812,,那須塩原市,92134,那須塩原市金沢1812-1,金沢1812-1,栃木県/那須塩原市/金沢/１８１２番地,139.89531,36.91354,5,7
栃木県,那須塩原警察署,関谷,セキヤ,駐在所,関谷駐在所,那須塩原警察署関谷駐在所,0287-35-2828,3292801,,那須塩原市,92134,那須塩原市関谷1175-35,関谷1175-35,栃木県/那須塩原市/関谷/１１７５番地,139.89902,36.94849,5,7
栃木県,那須塩原警察署,広谷地,ヒロヤヂ,駐在所,広谷地駐在所,那須塩原警察署広谷地駐在所,0287-78-0653,3250303,那須郡,那須町,94072,那須町大字高久乙2755,大字高久乙2755,栃木県/那須郡/那須町/高久乙/２７５５番地,140.00931,37.04581,5,7
栃木県,那須塩原警察署,丸山,マルヤマ,駐在所,丸山駐在所,那須塩原警察署丸山駐在所,0287-63-1202,3250001,那須郡,那須町,94072,那須町大字高久甲1022,大字高久甲1022,栃木県/那須郡/那須町/高久甲/１０２２番地,140.05659,36.99847,5,7
栃木県,那須塩原警察署,豊原,トヨハラ,駐在所,豊原駐在所,那須塩原警察署豊原駐在所,0287-72-1010,3293225,那須郡,那須町,94072,那須町大字豊原丙2159-2,大字豊原丙2159-2,栃木県/那須郡/那須町/豊原丙/２１５９番地,140.10056,37.05042,5,7
栃木県,那須塩原警察署,黒田原第一,クロダハラダイイチ,駐在所,黒田原第一駐在所,那須塩原警察署黒田原第一駐在所,0287-72-0023,3293212,那須郡,那須町,94072,那須町大字富岡1230-106,大字富岡1230-106,栃木県/那須郡/那須町/富岡/１２３０番地,140.13231,37.01316,5,7
栃木県,那須塩原警察署,黒田原第二,クロダハラダイニ,駐在所,黒田原第二駐在所,那須塩原警察署黒田原第二駐在所,0287-72-0117,3293222,那須郡,那須町,94072,那須町大字寺子丙3-110,大字寺子丙3-110,栃木県/那須郡/那須町/寺子丙/３番地,140.11938,37.01860,5,7
栃木県,那須塩原警察署,芦野,アシノ,駐在所,芦野駐在所,那須塩原警察署芦野駐在所,0287-74-0022,3293443,那須郡,那須町,94072,那須町大字芦野1788-2,大字芦野1788-2,栃木県/那須郡/那須町/芦野,140.16763,36.99006,5,5
栃木県,那須塩原警察署,伊王野,イオウノ,駐在所,伊王野駐在所,那須塩原警察署伊王野駐在所,0287-75-0032,3293445,那須郡,那須町,94072,那須町大字東岩崎4-4,大字東岩崎4-4,栃木県/那須郡/那須町/東岩崎,140.15149,36.96724,5,5
栃木県,佐野警察署,犬伏,イヌブシ,駐在所,犬伏駐在所,佐野警察署犬伏駐在所,0283-23-1632,3270803,,佐野市,92045,佐野市犬伏新町1298,犬伏新町1298,栃木県/佐野市/犬伏新町/１２９８番地,139.60428,36.32398,5,7
栃木県,佐野警察署,界,サカイ,駐在所,界駐在所,佐野警察署界駐在所,0283-23-3133,3270822,,佐野市,92045,佐野市越名町1174,越名町1174,栃木県/佐野市/越名町/１１７４番地,139.60150,36.28959,5,7
栃木県,佐野警察署,田島,タジマ,駐在所,田島駐在所,佐野警察署田島駐在所,0283-24-2988,3270031,,佐野市,92045,佐野市田島町190-1,田島町190-1,栃木県/佐野市/田島町/１９０番地,139.56520,36.29131,5,7
栃木県,佐野警察署,吾妻,アヅマ,駐在所,吾妻駐在所,佐野警察署吾妻駐在所,0283-22-6037,3270046,,佐野市,92045,佐野市村上町15-1,村上町15-1,栃木県/佐野市/村上町/１５番地,139.54066,36.29792,5,7
栃木県,佐野警察署,旗川,ハタガワ,駐在所,旗川駐在所,佐野警察署旗川駐在所,0283-23-3737,3270002,,佐野市,92045,佐野市並木町975-4,並木町975-4,栃木県/佐野市/並木町/９７５番地,139.55034,36.32296,5,7
栃木県,佐野警察署,赤見,アカミ,駐在所,赤見駐在所,佐野警察署赤見駐在所,0283-25-0709,3270104,,佐野市,92045,佐野市赤見町1219,赤見町1219,栃木県/佐野市/赤見町/１２１９番地,139.53796,36.35005,5,7
栃木県,佐野警察署,出流原,イズルハラ,駐在所,出流原駐在所,佐野警察署出流原駐在所,0283-25-0487,3270102,,佐野市,92045,佐野市出流原町807-2,出流原町807-2,栃木県/佐野市/出流原町/８０７番地,139.54228,36.36427,5,7
栃木県,佐野警察署,石塚,イシヅカ,駐在所,石塚駐在所,佐野警察署石塚駐在所,0283-25-2515,3270103,,佐野市,92045,佐野市石塚町2764-4,石塚町2764-4,栃木県/佐野市/石塚町/２７６４番地,139.55650,36.35408,5,7
栃木県,佐野警察署,閑馬,カンマ,駐在所,閑馬駐在所,佐野警察署閑馬駐在所,0283-65-0131,3270321,,佐野市,92045,佐野市閑馬町666,閑馬町666,栃木県/佐野市/閑馬町,139.51399,36.42770,5,5
栃木県,佐野警察署,野上,ノガミ,駐在所,野上駐在所,佐野警察署野上駐在所,0283-67-1243,3270302,,佐野市,92045,佐野市白岩町363-2,白岩町363-2,栃木県/佐野市/白岩町,139.52237,36.46050,5,5
栃木県,佐野警察署,常盤,トキワ,駐在所,常盤駐在所,佐野警察署常盤駐在所,0283-85-2000,3270514,,佐野市,92045,佐野市仙波町75-3,仙波町75-3,栃木県/佐野市/仙波町,139.58098,36.46387,5,5
栃木県,鹿沼警察署,板荷,イタガ,駐在所,板荷駐在所,鹿沼警察署板荷駐在所,0289-64-8535,3211111,,鹿沼市,92053,鹿沼市板荷2997-11,板荷2997-11,栃木県/鹿沼市/板荷,139.67973,36.63591,5,5
栃木県,鹿沼警察署,見野,ミノ,駐在所,見野駐在所,鹿沼警察署見野駐在所,0289-65-0403,3220071,,鹿沼市,92053,鹿沼市見野1151-1,見野1151-1,栃木県/鹿沼市/見野/１１５１番地,139.72816,36.59461,5,7
栃木県,鹿沼警察署,上殿,カミドノ,駐在所,上殿駐在所,鹿沼警察署上殿駐在所,0289-64-7353,3220045,,鹿沼市,92053,鹿沼市上殿町59-6,上殿町59-6,栃木県/鹿沼市/上殿町/５９番地,139.74986,36.54190,5,7
栃木県,鹿沼警察署,樅山,モミヤマ,駐在所,樅山駐在所,鹿沼警察署樅山駐在所,0289-64-0570,3220046,,鹿沼市,92053,鹿沼市樅山町46-12,樅山町46-12,栃木県/鹿沼市/樅山町/４６番地,139.74881,36.53117,5,7
栃木県,鹿沼警察署,南押原,ミナミオシハラ,駐在所,南押原駐在所,鹿沼警察署南押原駐在所,0289-75-2300,3220536,,鹿沼市,92053,鹿沼市磯町265-4,磯町265-4,栃木県/鹿沼市/磯町/２６５番地,139.74983,36.49567,5,7
栃木県,鹿沼警察署,西沢,ニシザワ,駐在所,西沢駐在所,鹿沼警察署西沢駐在所,0289-77-2340,3220344,,鹿沼市,92053,鹿沼市西沢町305-13,西沢町305-13,栃木県/鹿沼市/西沢町,139.69724,36.52501,5,5
栃木県,鹿沼警察署,加園,カゾノ,駐在所,加園駐在所,鹿沼警察署加園駐在所,0289-65-1332,3220252,,鹿沼市,92053,鹿沼市加園1287-1,加園1287-1,栃木県/鹿沼市/加園,139.68048,36.56589,5,5
栃木県,鹿沼警察署,西大芦,ニシオオアシ,駐在所,西大芦駐在所,鹿沼警察署西大芦駐在所,0289-74-2045,3220102,,鹿沼市,92053,鹿沼市上大久保67-1,上大久保67-1,栃木県/鹿沼市/上大久保,139.63161,36.62917,5,5
栃木県,鹿沼警察署,上日向,カミヒナタ,駐在所,上日向駐在所,鹿沼警察署上日向駐在所,0289-64-2044,3220076,,鹿沼市,92053,鹿沼市上日向35-2,上日向35-2,栃木県/鹿沼市/上日向/３５番地,139.72044,36.56356,5,7
栃木県,鹿沼警察署,清州,キヨス,駐在所,清州駐在所,鹿沼警察署清州駐在所,0289-85-3174,3220302,,鹿沼市,92053,鹿沼市深程473-1,深程473-1,栃木県/鹿沼市/深程/４７３番地,139.70961,36.50211,5,7
栃木県,鹿沼警察署,口粟野,クチアワノ,駐在所,口粟野駐在所,鹿沼警察署口粟野駐在所,0289-85-3211,3220305,,鹿沼市,92053,鹿沼市口粟野816-1,口粟野816-1,栃木県/鹿沼市/口粟野/８１６番地,139.67299,36.51658,5,7
栃木県,鹿沼警察署,粕尾,カスオ,駐在所,粕尾駐在所,鹿沼警察署粕尾駐在所,0289-83-0622,3220421,,鹿沼市,92053,鹿沼市下粕尾1301-5,下粕尾1301-5,栃木県/鹿沼市/下粕尾/１３０１番地,139.61998,36.50886,5,7
栃木県,鹿沼警察署,永野,ナガノ,駐在所,永野駐在所,鹿沼警察署永野駐在所,0289-84-0034,3280212,,鹿沼市,92053,鹿沼市下永野1185-3,下永野1185-3,栃木県/鹿沼市/下永野,139.61241,36.47970,5,5
栃木県,真岡警察署,西田井,ニシダイ,駐在所,西田井駐在所,真岡警察署西田井駐在所,0285-84-0614,3214302,,真岡市,92096,真岡市鶴田9-83,鶴田9-83,栃木県/真岡市/鶴田/９番地,140.04527,36.45706,5,7
栃木県,真岡警察署,小林,コバヤシ,駐在所,小林駐在所,真岡警察署小林駐在所,0285-82-3929,3214321,,真岡市,92096,真岡市小林555-2,小林555-2,栃木県/真岡市/小林/５５５番地,140.03848,36.42431,5,7
栃木県,真岡警察署,飯貝,イイガイ,駐在所,飯貝駐在所,真岡警察署飯貝駐在所,0285-82-5283,3214405,,真岡市,92096,真岡市飯貝553-3,飯貝553-3,栃木県/真岡市/飯貝/５５３番地,140.01871,36.47834,5,7
栃木県,真岡警察署,下籠谷,シモコモリヤ,駐在所,下籠谷駐在所,真岡警察署下籠谷駐在所,0285-83-2806,3214415,,真岡市,92096,真岡市下籠谷2501-1,下籠谷2501-1,栃木県/真岡市/下籠谷/２５０１番地,139.97566,36.48767,5,7
栃木県,真岡警察署,中,ナカ,駐在所,中駐在所,真岡警察署中駐在所,0285-82-4476,3214351,,真岡市,92096,真岡市中259-16,中259-16,栃木県/真岡市/中/２５９番地,139.95619,36.42160,5,7
栃木県,真岡警察署,久下田,クゲタ,駐在所,久下田駐在所,真岡警察署久下田駐在所,0285-74-0009,3214522,,真岡市,92096,真岡市久下田西3-74-6,久下田西3-74-6,栃木県/真岡市/久下田西/三丁目/７４番地,139.96492,36.37307,5,7
栃木県,真岡警察署,さくら,サクラ,駐在所,さくら駐在所,真岡警察署さくら駐在所,0285-74-0837,3214523,,真岡市,92096,真岡市さくら2-1-3,さくら2-1-3,栃木県/真岡市/さくら/二丁目/１番,139.97060,36.38373,5,7
栃木県,真岡警察署,長沼,ナガヌマ,駐在所,長沼駐在所,真岡警察署長沼駐在所,0285-74-1506,3214539,,真岡市,92096,真岡市長沼1067-3,長沼1067-3,栃木県/真岡市/長沼/１０６７番地,139.92999,36.36855,5,7
栃木県,真岡警察署,物井,モノイ,駐在所,物井駐在所,真岡警察署物井駐在所,0285-75-1157,3214502,,真岡市,92096,真岡市物井1181-36,物井1181-36,栃木県/真岡市/物井/１１８１番地,140.00514,36.39714,5,7
栃木県,真岡警察署,西水沼,ニシミズヌマ,駐在所,西水沼駐在所,真岡警察署西水沼駐在所,028-678-0350,3213324,芳賀郡,芳賀町,93459,芳賀町大字西水沼341-1,大字西水沼341-1,栃木県/芳賀郡/芳賀町/西水沼/３４１番地,140.02402,36.52118,5,7
栃木県,真岡警察署,下延生,シモノブ,駐在所,下延生駐在所,真岡警察署下延生駐在所,028-678-0195,3213312,芳賀郡,芳賀町,93459,芳賀町大字下延生1717-6,大字下延生1717-6,栃木県/芳賀郡/芳賀町/下延生/１７１７番地,140.04497,36.52652,5,7
栃木県,真岡警察署,祖母井,ウバガイ,駐在所,祖母井駐在所,真岡警察署祖母井駐在所,028-677-0004,3213304,芳賀郡,芳賀町,93459,芳賀町祖母井536-4,祖母井536-4,栃木県/芳賀郡/芳賀町/祖母井/５３６番地,140.06244,36.54879,5,7
栃木県,真岡警察署,芳志戸,ホウシト,駐在所,芳志戸駐在所,真岡警察署芳志戸駐在所,028-677-2465,3213305,芳賀郡,芳賀町,93459,芳賀町芳志戸2069,芳志戸2069,栃木県/芳賀郡/芳賀町/芳志戸/２０６９番地,140.05939,36.58221,5,7
栃木県,真岡警察署,下高根沢,シモタカネザワ,駐在所,下高根沢駐在所,真岡警察署下高根沢駐在所,,3213304,芳賀郡,芳賀町,93459,芳賀町祖母井536-4（仮事務所）,祖母井536-4,栃木県/芳賀郡/芳賀町/祖母井/５３６番地,140.06244,36.54879,5,7
栃木県,真岡警察署,田野,タノ,駐在所,田野駐在所,真岡警察署田野駐在所,0285-72-1404,3214225,芳賀郡,益子町,93424,益子町大字長堤520-1,大字長堤520-1,栃木県/芳賀郡/益子町/長堤/５２０番地,140.08437,36.43181,5,7
栃木県,真岡警察署,七井,ナナイ,駐在所,七井駐在所,真岡警察署七井駐在所,0285-72-2355,3214104,芳賀郡,益子町,93424,益子町大字大沢46-7,大字大沢46-7,栃木県/芳賀郡/益子町/大沢/４６番地,140.10144,36.49086,5,7
栃木県,真岡警察署,小宅,オヤケ,駐在所,小宅駐在所,真岡警察署小宅駐在所,0285-72-1495,3214102,芳賀郡,益子町,93424,益子町大字芦沼253-4,大字芦沼253-4,栃木県/芳賀郡/益子町/芦沼/２５３番地,140.11383,36.50669,5,7
栃木県,下野警察署,川中子,カワナゴ,駐在所,川中子駐在所,下野警察署川中子駐在所,0285-44-0908,3290415,,下野市,92169,下野市川中子2427,川中子2427,栃木県/下野市/川中子/２４２７番地,139.82286,36.38836,5,7
栃木県,下野警察署,本吉田,モトヨシダ,駐在所,本吉田駐在所,下野警察署本吉田駐在所,0285-48-5040,3230105,,下野市,92169,下野市本吉田783-1,本吉田783-1,栃木県/下野市/本吉田/７８３番地,139.90868,36.37268,5,7
栃木県,下野警察署,西汗,ニシフザカシ,駐在所,西汗駐在所,下野警察署西汗駐在所,0285-56-4585,3290607,河内郡,上三川町,93017,上三川町大字西汗970-8,大字西汗970-8,栃木県/河内郡/上三川町/西汗/９７０番地,139.92802,36.47536,5,7
栃木県,下野警察署,多功,タコウ,駐在所,多功駐在所,下野警察署多功駐在所,0285-53-1297,3290524,河内郡,上三川町,93017,上三川町大字多功1516-1,大字多功1516-1,栃木県/河内郡/上三川町/多功/１５１６番地,139.87204,36.42932,5,7
栃木県,大田原警察署,佐久山,サクヤマ,駐在所,佐久山駐在所,大田原警察署佐久山駐在所,0287-28-0030,3240032,,大田原市,92100,大田原市佐久山2012,佐久山2012,栃木県/大田原市/佐久山/２０１２番地,140.00729,36.80930,5,7
栃木県,大田原警察署,野崎,ノザキ,駐在所,野崎駐在所,大田原警察署野崎駐在所,0287-29-0004,3240038,,大田原市,92100,大田原市野崎2-1-11,野崎2-1-11,栃木県/大田原市/野崎/二丁目/１番,139.95808,36.84470,5,7
栃木県,大田原警察署,両郷,リョウゴウ,駐在所,両郷駐在所,大田原警察署両郷駐在所,0287-59-0043,3240201,,大田原市,92100,大田原市中野内798,中野内798,栃木県/大田原市/中野内,140.14848,36.91830,5,5
栃木県,大田原警察署,須佐木,スサギ,駐在所,須佐木駐在所,大田原警察署須佐木駐在所,0287-57-0120,3240212,,大田原市,92100,大田原市須佐木254-3,須佐木254-3,栃木県/大田原市/須佐木,140.18979,36.83545,5,5
栃木県,大田原警察署,佐良土,サラド,駐在所,佐良土駐在所,大田原警察署佐良土駐在所,0287-98-2110,3240404,,大田原市,92100,大田原市佐良土2245-1,佐良土2245-1,栃木県/大田原市/佐良土,140.11661,36.79486,5,5
栃木県,大田原警察署,蛭田,ヒルタ,駐在所,蛭田駐在所,大田原警察署蛭田駐在所,0287-98-2495,3240412,,大田原市,92100,大田原市蛭田1981-44,蛭田1981-44,栃木県/大田原市/蛭田,140.08443,36.81279,5,5
栃木県,大田原警察署,小滝,コダキ,駐在所,小滝駐在所,大田原警察署小滝駐在所,0287-23-3849,3240003,,大田原市,92100,大田原市小滝1071-2,小滝1071-2,栃木県/大田原市/小滝/１０７１番地,140.05145,36.89586,5,7
栃木県,大田原警察署,金丸,カネマル,駐在所,金丸駐在所,大田原警察署金丸駐在所,0287-22-3206,3240012,,大田原市,92100,大田原市南金丸1588-12,南金丸1588-12,栃木県/大田原市/南金丸/１５８８番地,140.08580,36.86140,5,7
栃木県,大田原警察署,親園,チカソノ,駐在所,親園駐在所,大田原警察署親園駐在所,0287-28-1039,3240044,,大田原市,92100,大田原市親園3023-2,親園3023-2,栃木県/大田原市/親園/３０２３番地,140.01474,36.83245,5,7
栃木県,今市警察署,大桑,オオクワ,駐在所,大桑駐在所,今市警察署大桑駐在所,0288-21-8234,3212411,,日光市,92061,日光市大桑町13-11,大桑町13-11,栃木県/日光市/大桑町/１３番地,139.70868,36.76491,5,7
栃木県,今市警察署,大沢駅前,オオサワエキマエ,駐在所,大沢駅前駐在所,今市警察署大沢駅前駐在所,0288-26-0050,3211274,,日光市,92061,日光市土沢557-21,土沢557-21,栃木県/日光市/土沢/５５７番地,139.72849,36.68930,5,7
栃木県,今市警察署,大沢,オオサワ,駐在所,大沢駐在所,今市警察署大沢駐在所,0288-26-0035,3212341,,日光市,92061,日光市大沢町334-1,大沢町334-1,栃木県/日光市/大沢町/３３４番地,139.76311,36.68956,5,7
栃木県,今市警察署,塩野室,シオノムロ,駐在所,塩野室駐在所,今市警察署塩野室駐在所,0288-26-8455,3212351,,日光市,92061,日光市塩野室町107-8,塩野室町107-8,栃木県/日光市/塩野室町/１０７番地,139.80724,36.73088,5,7
栃木県,今市警察署,文挾,フバサミ,駐在所,文挾駐在所,今市警察署文挾駐在所,0288-27-0104,3211105,,日光市,92061,日光市文挾町111-3,文挾町111-3,栃木県/日光市/文挾町/１１１番地,139.72743,36.64065,5,7
栃木県,今市警察署,長畑,ナガハタ,駐在所,長畑駐在所,今市警察署長畑駐在所,0288-27-1366,3211108,,日光市,92061,日光市長畑641-7,長畑641-7,栃木県/日光市/長畑/６４１番地,139.69595,36.67343,5,7
栃木県,今市警察署,高徳,タカトク,駐在所,高徳駐在所,今市警察署高徳駐在所,0288-76-8111,3212523,,日光市,92061,日光市高徳562-4,高徳562-4,栃木県/日光市/高徳/５６２番地,139.71138,36.78308,5,7
栃木県,今市警察署,川治,カワジ,駐在所,川治駐在所,今市警察署川治駐在所,0288-78-0021,3212611,,日光市,92061,日光市川治温泉川治22,川治温泉川治22,栃木県/日光市/川治温泉川治/２２番地,139.71002,36.89561,5,7
栃木県,今市警察署,三依,ミヨリ,駐在所,三依駐在所,今市警察署三依駐在所,0288-79-0040,3212803,,日光市,92061,日光市中三依38,中三依38,栃木県/日光市/中三依,139.67751,37.02135,5,5
栃木県,今市警察署,栗山黒部,クリヤマクロベ,駐在所,栗山黒部駐在所,今市警察署栗山黒部駐在所,0288-97-1018,3212713,,日光市,92061,日光市黒部267-3,黒部267-3,栃木県/日光市/黒部,139.59505,36.87319,5,5
栃木県,今市警察署,湯西川,ユニシカワ,駐在所,湯西川駐在所,今市警察署湯西川駐在所,0288-98-0113,3212601,,日光市,92061,日光市湯西川1165-2,湯西川1165-2,栃木県/日光市/湯西川,139.58008,36.96386,5,5
栃木県,さくら警察署,勝山,カツヤマ,駐在所,勝山駐在所,さくら警察署勝山駐在所,028-682-3273,3291311,,さくら市,92142,さくら市氏家1214-61,氏家1214-61,栃木県/さくら市/氏家/１２１４番地,139.95595,36.66557,5,7
栃木県,さくら警察署,蒲須坂,カマスサカ,駐在所,蒲須坂駐在所,さくら警察署蒲須坂駐在所,028-682-4592,3291332,,さくら市,92142,さくら市蒲須坂641-3,蒲須坂641-3,栃木県/さくら市/蒲須坂/６４１番地,139.95300,36.72132,5,7
栃木県,さくら警察署,花岡,ハナオカ,駐在所,花岡駐在所,さくら警察署花岡駐在所,028-676-0522,3291207,塩谷郡,高根沢町,93866,高根沢町花岡1395-3,花岡1395-3,栃木県/塩谷郡/高根沢町/花岡/１３９５番地,140.02196,36.65294,5,7
栃木県,さくら警察署,太田,オオタ,駐在所,太田駐在所,さくら警察署太田駐在所,028-676-0787,3291217,塩谷郡,高根沢町,93866,高根沢町太田749,太田749,栃木県/塩谷郡/高根沢町/太田,140.03815,36.62711,5,5
栃木県,さくら警察署,上高根沢,カミタカネザワ,駐在所,上高根沢駐在所,さくら警察署上高根沢駐在所,028-675-0549,3291224,塩谷郡,高根沢町,93866,高根沢町上高根沢1934-4,上高根沢1934-4,栃木県/塩谷郡/高根沢町/上高根沢/１９３４番地,140.02840,36.59983,5,7
栃木県,矢板警察署,片岡,カタオカ,駐在所,片岡駐在所,矢板警察署片岡駐在所,0287-48-0110,3291571,,矢板市,92118,矢板市片岡2096-22,片岡2096-22,栃木県/矢板市/片岡/２０９６番地,139.94188,36.76107,5,7
栃木県,矢板警察署,泉,イズミ,駐在所,泉駐在所,矢板警察署泉駐在所,0287-43-2144,3292503,,矢板市,92118,矢板市田野原394-1,田野原394-1,栃木県/矢板市/田野原,139.91472,36.84842,5,5
栃木県,矢板警察署,乙畑,オツハタ,駐在所,乙畑駐在所,矢板警察署乙畑駐在所,0287-48-1535,3291574,,矢板市,92118,矢板市乙畑1492-9,乙畑1492-9,栃木県/矢板市/乙畑/１４９２番地,139.95389,36.74170,5,7
栃木県,矢板警察署,沢,サワ,駐在所,沢駐在所,矢板警察署沢駐在所,0287-44-0781,3292132,,矢板市,92118,矢板市沢589-2,沢589-2,栃木県/矢板市/沢,139.96095,36.82289,5,5
栃木県,矢板警察署,玉生,タマニュウ,駐在所,玉生駐在所,矢板警察署玉生駐在所,0287-45-0020,3292221,塩谷郡,塩谷町,93840,塩谷町玉生582-1,玉生582-1,栃木県/塩谷郡/塩谷町/玉生/５８２番地,139.84976,36.77188,5,7
栃木県,矢板警察署,船生第一,フニュウダイイチ,駐在所,船生第一駐在所,矢板警察署船生第一駐在所,0287-47-0034,3292441,塩谷郡,塩谷町,93840,塩谷町船生3634-2,船生3634-2,栃木県/塩谷郡/塩谷町/船生/３６３４番地,139.78894,36.77093,5,7
栃木県,矢板警察署,船生第二,フニュウダイニ,駐在所,船生第二駐在所,矢板警察署船生第二駐在所,0287-47-0149,3292441,塩谷郡,塩谷町,93840,塩谷町船生6082-81,船生6082-81,栃木県/塩谷郡/塩谷町/船生/６０８２番地,139.74396,36.76894,5,7
栃木県,矢板警察署,大宮,オオミヤ,駐在所,大宮駐在所,矢板警察署大宮駐在所,0287-46-0034,3292332,塩谷郡,塩谷町,93840,塩谷町大宮1364,大宮1364,栃木県/塩谷郡/塩谷町/大宮/１３６４番地,139.87489,36.74371,5,7
栃木県,日光警察署,清滝,キヨタキ,駐在所,清滝駐在所,日光警察署清滝駐在所,0288-54-0230,3211444,,日光市,92061,日光市清滝1-10-3,清滝1-10-3,栃木県/日光市/清滝/一丁目/１０番,139.55888,36.73822,5,7
栃木県,日光警察署,湯元,ユモト,駐在所,湯元駐在所,日光警察署湯元駐在所,0288-62-2517,3211662,,日光市,92061,日光市湯元2549-28,湯元2549-28,栃木県/日光市/湯元/２５４９番地,139.42384,36.80679,5,7
栃木県,日光警察署,小来川,オコロガワ,駐在所,小来川駐在所,日光警察署小来川駐在所,0288-63-3028,3211354,,日光市,92061,日光市中小来川2613,中小来川2613,栃木県/日光市/中小来川,139.60612,36.66063,5,5
栃木県,那須烏山警察署,七合,ナナゴウ,駐在所,七合駐在所,那須烏山警察署七合駐在所,0287-82-3656,3210603,,那須烏山市,92151,那須烏山市谷浅見1072-1,谷浅見1072-1,栃木県/那須烏山市/谷浅見/１０７２番地,140.15211,36.69484,5,7
栃木県,那須烏山警察署,上境,カミザカイ,駐在所,上境駐在所,那須烏山警察署上境駐在所,0287-82-3654,3210617,,那須烏山市,92151,那須烏山市上境226-8,上境226-8,栃木県/那須烏山市/上境,140.18060,36.64478,5,5
栃木県,那須烏山警察署,江川,エガワ,駐在所,江川駐在所,那須烏山警察署江川駐在所,0287-88-2720,3210504,,那須烏山市,92151,那須烏山市下川井303-2,下川井303-2,栃木県/那須烏山市/下川井/３０３番地,140.09023,36.70338,5,7
栃木県,那須烏山警察署,福岡,フクオカ,駐在所,福岡駐在所,那須烏山警察署福岡駐在所,0287-88-7568,3210528,,那須烏山市,92151,那須烏山市小倉1179-2,小倉1179-2,栃木県/那須烏山市/小倉,140.07303,36.66956,5,5
栃木県,那須烏山警察署,田野倉,タノクラ,駐在所,田野倉駐在所,那須烏山警察署田野倉駐在所,0287-88-2400,3210526,,那須烏山市,92151,那須烏山市田野倉170-5,田野倉170-5,栃木県/那須烏山市/田野倉/１７０番地,140.09415,36.66091,5,7
栃木県,茂木警察署,飯野,イイノ,駐在所,飯野駐在所,茂木警察署飯野駐在所,0285-63-2169,3213702,芳賀郡,茂木町,93432,茂木町飯野458-2,飯野458-2,栃木県/芳賀郡/茂木町/飯野/４５８番地,140.23447,36.55081,5,7
栃木県,茂木警察署,千本,センボ,駐在所,千本駐在所,茂木警察署千本駐在所,0285-63-0776,3213547,芳賀郡,茂木町,93432,茂木町千本613-1,千本613-1,栃木県/芳賀郡/茂木町/千本/６１３番地,140.14825,36.57038,5,7
栃木県,茂木警察署,逆川,サカガワ,駐在所,逆川駐在所,茂木警察署逆川駐在所,0285-65-0003,3213626,芳賀郡,茂木町,93432,茂木町飯2037-2,飯2037-2,栃木県/芳賀郡/茂木町/飯/２０３７番地,140.17896,36.45959,5,7
栃木県,茂木警察署,市塙,イチハナ,駐在所,市塙駐在所,茂木警察署市塙駐在所,0285-68-0131,3213423,芳賀郡,市貝町,93441,市貝町市塙1695-10,市塙1695-10,栃木県/芳賀郡/市貝町/市塙/１６９５番地,140.10619,36.54074,5,7
栃木県,茂木警察署,赤羽,アカバネ,駐在所,赤羽駐在所,茂木警察署赤羽駐在所,0285-68-2470,3213426,芳賀郡,市貝町,93441,市貝町赤羽2648-1,赤羽2648-1,栃木県/芳賀郡/市貝町/赤羽/２６４８番地,140.06653,36.51485,5,7
栃木県,茂木警察署,続谷,ツヅキヤ,駐在所,続谷駐在所,茂木警察署続谷駐在所,0285-68-2240,3213404,芳賀郡,市貝町,93441,市貝町続谷361-1,続谷361-1,栃木県/芳賀郡/市貝町/続谷,140.12328,36.59586,5,5
栃木県,那珂川警察署,小砂,コイサゴ,駐在所,小砂駐在所,那珂川警察署小砂駐在所,0287-93-0727,3240611,那須郡,那珂川町,94111,那珂川町小砂2698-2,小砂2698-2,栃木県/那須郡/那珂川町/小砂,140.17851,36.80289,5,5
栃木県,那珂川警察署,下郷,シモゴウ,駐在所,下郷駐在所,那珂川警察署下郷駐在所,0287-93-0460,3240602,那須郡,那珂川町,94111,那珂川町大山田下郷1592-2,大山田下郷1592-2,栃木県/那須郡/那珂川町/大山田下郷,140.21211,36.78077,5,5
栃木県,那珂川警察署,大内,オオウチ,駐在所,大内駐在所,那珂川警察署大内駐在所,0287-92-2429,3240605,那須郡,那珂川町,94111,那珂川町大内2538,大内2538,栃木県/那須郡/那珂川町/大内,140.24348,36.73990,5,5
栃木県,那珂川警察署,松野,マツノ,駐在所,松野駐在所,那珂川警察署松野駐在所,0287-92-2895,3240615,那須郡,那珂川町,94111,那珂川町松野1420-4,松野1420-4,栃木県/那須郡/那珂川町/松野/１４２０番地,140.17155,36.70663,5,7
